Situação;Descrição;Código;Código NCM;CEST;Peso Líquido;Peso Bruto;Altura;Largura;Profundidade;Marca;Modelo;Prazo de calibração;Dias de Crossdocking;Cupom Fiscal (PDV);Marketplace;Tipo do Item (Bloco K);Características
Ativo;NIVEL DE 60 CM DEXTER  60MM (PAT0587);PAT0587;9026.90.10;;0;0;0;0;0;DEXTER;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;Faixa de Medição: 60cm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 28/05/2025, Data da Próxima Calibração: 28/05/2026
Ativo;MANOMETRO ANALOGICO FAMABRAS  0 - 1 BAR (PAT0590);PAT0590;9026.20.10;;0;0;0;0;0;FAMABRAS;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018
Inativo;TERMOMETRO CIMPA  0 - 200 °C  (PAT0591);PAT0591;9030.90.90;;0;0;0;0;0;Nuova Fima;Não identificado;2;0;Não;Não;08 - Ativo Imobilizado;Polegada: 0 - 200 °C, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018
Inativo;CRONOMETRO MOURE JAR MJ-1069 (PAT0595);PAT0595;9030.90.90;;0;0;0;0;0;MOURE;JAR MJ-1069;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: Não informado, Faixa de Medição: Não informado, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 15/01/2025, Data da Próxima Calibração: 15/01/2026
Ativo;"JOGO DE SOQUETE COM CATRACA 23 PEÇAS MAYLE CR-V 1/2"" 8-32MM - 1,6X2,4X0,6CM -(PAT0596)";PAT0596;8204.20.00;;0;0;0;0;0;MAYLE;;0;0;Não;Não;08 - Ativo Imobilizado;"Polegada: 1/2"" 8-32mm"
Ativo;"JOGO DE SOQUETE ESTRIADO 18 PEÇAS SATA 9203 1/2"" (PAT0609)";PAT0609;8207.90.00;08.009.00;0;0;0;0;0;SATA;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;"Polegada: 1/2"""
Inativo;CELULAR MOTOROLA G22 128GB  - 16,3X7,4X8,9CM - 0,2KG (PAT0622);PAT0622;8517.13.00;21.053.01;0;0;0;0;0;MOTOROLA;G22 XT2231-1;0;0;Não;Não;08 - Ativo Imobilizado;
Inativo;CELULAR MOTOROLA G22 128GB  - 16,3X7,4X8,9CM - 0,2KG (PAT0623);PAT0623;8517.14.31;21.053.01;0;0;0;0;0;MOTOROLA;G22 XT2231-1;0;0;Não;Não;08 - Ativo Imobilizado;Polegada: 6GB - 128GB
Ativo;CELULAR MOTOROLA G22 128GB  - 16,3X7,4X8,9CM - 0,2KG (PAT0624);PAT0624;8517.13.00;21.053.01;0;0;0;0;0;MOTOROLA;G22 XT2231-1;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;CELULAR MOTOROLA G22 128GB  - 16,3X7,4X8,9CM - 0,2KG (PAT0626);PAT0626;8517.13.00;21.053.01;0;0;0;0;0;MOTOROLA;G22 XT2231-1;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;CELULAR MOTOROLA G22 128GB  - 16,3X7,4X8,9CM - 0,2KG (PAT0628);PAT0628;8517.13.00;21.053.01;0;0;0;0;0;MOTOROLA;G22 XT2231-1;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;MANOMETRO RUCKEN  -1 A 1KGF/CM² (PAT0632);PAT0632;9026.20.10;;0;0;0;0;0;RUCKEN;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;Polegada: -1 a 1kgf/cm², Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018
Ativo;MINI ALICATE AMPERIMETRO DIGITAL MINIPA ET-3100 600V AC/DC - 15X6,5X3,4CM - 0,1KG (PAT0635);PAT0635;9030.33.29;;0;0;0;0;0;MINIPA;ET-3100;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: Não indentificado, Faixa de Medição: 600V - 200kOhm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 21/02/2025, Data da Próxima Calibração: 21/02/2026
Inativo;NOTEBOOK ASUS X515J 500GB  - 23,4 X 36 X 1,91CM - 1,8KG (PAT0636);PAT0636;8471.30.19;21.028.00;0;0;0;0;0;ASUS;X515J;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;NOTEBOOK ASUS X515J 500GB  - 23,4 X 36 X 1,91CM - 1,8KG (PAT0637);PAT0637;8471.30.19;21.028.00;0;0;0;0;0;ASUS;X515J;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;ETIQUETADORA  (PAT0638);PAT0638;9611.00.00;;0;0;0;0;0;NÃO INFORMADO;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;VARA DE MANOBRA (PAT0640);PAT0640;8535.29.00;;0;0;0;0;0;NÃO INFORMADO;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;SOPRADOR TERMICO VONDER STV 200 2000W - 0,6KG (PAT0649);PAT0649;8467.29.99;;0;0;0;0;0;VONDER;STV 200;0;0;Não;Não;08 - Ativo Imobilizado;
Inativo;PAQUIMETRO MITUTOYO 0-150MM - 0,2KG (PAT0651);PAT0651;9017.30.20;08.021.00;0;0;0;0;0;MITUTOYO;NÃO INFORMADO;2;0;Não;Não;08 - Ativo Imobilizado;Patrimônio Antigo: 977, Faixa de Medição: 0-150 mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Situação de uso: Necessita de calibração
Ativo;TABLET SAMSUNG GALAXY TABA8  64 GB  - 24,6 X 16,1CM-0,508 KG (PAT0655);PAT0655;8471.30.19;21.028.00;0;0;0;0;0;SAMSUNG;TABA08;0;0;Não;Não;08 - Ativo Imobilizado;
Inativo;NOTEBOOK ASUS X515J 1TB  - 23,4 X 36 X 1,91CM - 1,8KG (PAT0656);PAT0656;8471.30.19;21.028.00;0;0;0;0;0;ASUS;X515J;0;0;Não;Não;08 - Ativo Imobilizado;
Inativo;NOTEBOOK ASUS E510M 500GB  - 36 X 23 X 1,81CM - 1,57KG (PAT0657);PAT0657;8471.30.19;21.028.00;0;0;0;0;0;ASUS;E510M;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;"TORQUIMETRO DE ESTALO 1/2"" MTX MASTER - 70-350NM  - 65X8X7CM - 2,9KG (PAT0658)";PAT0658;8204.11.00;;0;0;0;0;0;MTX;141629;0;0;Não;Não;08 - Ativo Imobilizado;"Polegada: 1/2"", Patrimônio Antigo: 984, Número de Série: Não informado, Faixa de Medição: 70-350 Nm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 16/09/2025, Data da Próxima Calibração: 16/09/2026"
Inativo;MEDIDOR DE NIVEL E ANGULO ELETRONICO (PAT0665);PAT0665;9026.90.10;;0;0;0;0;0;NÃO INFORMADO;DL 1914-400;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: Não informado, Faixa de Medição: 400 mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 13/01/2025, Data da Próxima Calibração: 13/01/2026
Ativo;LAVADORA DE ALTA PRESSAO KARCHER HDS 12/15 92KW- (PAT0666);PAT0666;8424.30.10;;0;0;0;0;0;KARCHER;HDS 12/15;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;COMPRESSOR - N° 1 PRESSURE 500 CLTR PRESSAO MAX 13,53 KGF/CM³ - 500L -770KG (PAT0667);PAT0667;8414.80.11;;0;0;0;0;0;PRESSURE;500 CLTR;0;0;Não;Não;08 - Ativo Imobilizado;Faixa de Medição: 3,53 KGF/CM³ - 500L
Ativo;COMPRESSOR - N° 2 PRESSURE 500 CLTR PRESSAO MAX 13,53 KGF/CM³ - 500L  - 770KG (PAT0668);PAT0668;8414.80.11;;0;0;0;0;0;PRESSURE;500 CLTR;0;0;Não;Não;08 - Ativo Imobilizado;Faixa de Medição: 13,53 KGF/CM³ - 500L
Ativo;SECADOR DE AR METALPLAN TITAN PLUS 110 VAZAO 110 PCM / 187 M³/H - 50KG (PAT0669);PAT0669;8419.39.00;;0;0;0;0;0;METALPLAN;TITAN PLUS 110;0;0;Não;Não;08 - Ativo Imobilizado;Faixa de Medição: 110 PCM / 187 M³/H
Ativo;TORNO MECANICO CLEVER L-76160 1900 X 4000MM  (PAT0672);PAT0672;8458.19.90;;0;0;0;0;0;CLEVER;L-76160;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;GERADOR CA (EQUIPE B)  105 KVA (PAT0686);PAT0686;8501.80.00;;0;0;0;0;0;NÃO INFORMADO;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;GERADOR CA (BOBINAGEM)  30 KVA  (PAT0687);PAT0687;8501.80.00;;0;0;0;0;0;NÃO INFORMADO;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;AQUECEDOR INDUTIVO DE ROLAMENTO JAMO JM-30DI 220V - 60HZ - 36X32CM - 38KG (PAT0688);PAT0688;8514.20.11;;0;0;0;0;0;JAMO;JM-30DI;0;0;Não;Não;08 - Ativo Imobilizado;Polegada: 220V - 60Hz
Ativo;GERADOR CA (TESTES FINAIS) WEG GTA 352 750 KVA (PAT0689);PAT0689;8501.80.00;;0;0;0;0;0;NÃO INFORMADO;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;GERADOR CC (TESTES FINAIS)  200 KW (PAT0690);PAT0690;8501.33.20;;0;0;0;0;0;NÃO INFORMADO;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;TRANSFORMADOR (TESTES FINAIS)  500 KVA  - (PAT0691);PAT0691;8504.31.11;;0;0;0;0;0;NÃO INFORMADO;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;DISJUNTOR WESTINGHOUSE HR 24 630 A (PAT0692);PAT0692;8536.20.00;;0;0;0;0;0;BOSCH;GGS 28;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;GERADOR CA (EQUIPE A)  50 KW (PAT0693);PAT0693;8501.80.00;;0;0;0;0;0;NÃO INFORMADO;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;TERMOVACUO (GRANDE) 10.000 L/H (PAT0704);PAT0704;8477.40.90;;0;0;0;0;0;NÃO INFORMADO;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;Polegada: 10.000 L/H
Ativo;TERMOVACUO (MEDIA) (PAT0705);PAT0705;8477.40.90;;0;0;0;0;0;NÃO INFORMADO;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;Polegada: 2.000 L/H
Ativo;TERMOVACUO (PEQUENA) TERMO FILTRO TFLI 1000 (PAT0706);PAT0706;8477.40.90;;0;0;0;0;0;NÃO INFORMADO;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;TERMOVACUO (PAULO) PROPRIA - 4.200 L/H (PAT0707);PAT0707;8477.40.90;;0;0;0;0;0;NÃO INFORMADO;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;NOTEBOOK ASUS X515J 256GB  -23,4 X 36 X 1,91CM - 1,8KG (PAT0713);PAT0713;8471.30.19;21.028.00;0;0;0;0;0;ASUS;X515J;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;NOTEBOOK ASUS X515J 256GB  - 23,4 X 36 X 1,91CM - 1,8KG (PAT0714);PAT0714;8471.30.19;21.028.00;0;0;0;0;0;ASUS;X515J;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;NOTEBOOK ASUS X515J 500GB  -23,4 X 36 X 1,91CM - 1,8KG (PAT0715);PAT0715;8471.30.19;21.028.00;0;0;0;0;0;ASUS;X515J;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;NOTEBOOK ASUS X515J 500GB  - 23,4 X 36 X 1,91CM - 1,8KG (PAT0716);PAT0716;8471.30.19;21.028.00;0;0;0;0;0;ASUS;X515J;0;0;Não;Não;08 - Ativo Imobilizado;
Inativo;TRANSFERIDOR (PAT0717);PAT0717;8708.99.90;;0;0;0;0;0;KINGTOOLS;600090;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 600090, Faixa de Medição: Não informado, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: Dispensa Calibração
Inativo;TRANSFERIDOR (PAT0718);PAT0718;8708.99.90;;0;0;0;0;0;KINGTOOLS;600090;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 600090, Faixa de Medição: Não informado
Ativo;TORQUIMETRO DE ESTALO SATA 96401100 - 500 NM  - 11,3 X 10 X 9CM - 6,1 KG (PAT0720);PAT0720;8204.11.00;;0;0;0;0;0;;;0;0;Não;Não;08 - Ativo Imobilizado;Patrimônio Antigo: 473, Número de Série: 100 - 500 Nm, Tipo: Mecânico, Faixa de Medição: 100-500 Nm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 29/12/2025, Data da Próxima Calibração: 29/12/2026, Situação de uso: APTO
Ativo;DETECTOR DE TENSAO RITZ (PAT0721);PAT0721;9030.90.90;;0;0;0;0;0;RITZ;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 70615, Faixa de Medição: Não informado, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018
Inativo;ANALISADOR DE VIBRACAO TEKNIKAO SDAV 50 HZ A 10 KHZ  - 15 X 8,5 X 3CM - 4 KG (PAT0722);PAT0722;9030.90.90;;0;4;0;0;0;TEKNIKAO;;2;0;Não;Não;08 - Ativo Imobilizado;Faixa de Medição: 50 Hz a 10 kHz, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Situação de uso: Necessita de calibração
Inativo;DECADA RESISTIVA INSTRUTEMP ITRBOX-408  (PAT0723);PAT0723;9017.30.90;08.021.00;0;0;0;0;0;INSTRUTEMP;ITRBOX-408;2;0;Não;Não;08 - Ativo Imobilizado;Número de Série: Não informado, Faixa de Medição: Não informado, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Situação de uso: Necessita de calibração
Ativo;MICROMETRO EXTERNO PANTEC 400-500MM (PAT0724);PAT0724;9030.31.00;;0;0;0;0;0;PANTEC;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 90975114, Faixa de Medição: 400-500 mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018
Inativo;MEGOHMETRO METREL MI-2077 - 5KV - 3KG (PAT0727);PAT0727;9030.39.90;;0;0;0;0;0;INSTRUTEMP;ITRBOX-408;2;0;Não;Não;08 - Ativo Imobilizado;Número de Série: Não identificado, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Situação de uso: Descartado
Ativo;MALA DE FERRAMENTAS VONDER 5 GAVETAS - 50X19X20CM (PAT0729);PAT0729;7326.90.90;08.009.00;0;0;0;0;0;VONDER;;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;MALA DE FERRAMENTAS VONDER 5 GAVETAS - 50X19X20CM (PAT0730);PAT0730;7326.90.90;08.021.00;0;0;0;0;0;VONDER;5 GAVETAS;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;MEGOHMETRO DIGITAL MINIPA MI-2705 5KV - 2,8KG (PAT0736);PAT0736;9030.39.90;;0;0;0;0;0;MINIPA;MI-2705;0;0;Não;Não;08 - Ativo Imobilizado;Faixa de Medição: 5KV, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018
Ativo;ALICATE AMPERIMETRO MINIPA -1503041 ET-3920 - 600V - 0,570KG (PAT0737);PAT0737;9030.33.29;;0;0,57;0;0;0;MINIPA;ET-3920;2;0;Não;Não;08 - Ativo Imobilizado;Voltagem: 600V, Número de Série: 1503041, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 08/05/2024, Data da Próxima Calibração: 08/05/2025, Situação de uso: Sem registro
Inativo;CELULAR ASUS ZB634KL 3GB - 32GB  - 15 X 7,6 X 8,4CM-0,200 KG (PAT0739);PAT0739;8517.13.00;21.053.01;0;0;0;0;0;ASUS;ZB634KL;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;PAQUIMETRO DIGIMESS  0-200MM-0,350KG (PAT0745);PAT0745;9017.30.20;08.021.00;0;0;0;0;0;;;0;0;Não;Não;08 - Ativo Imobilizado;Polegada: 0-200mm, Tipo: Mecânico, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 23/12/2025, Data da Próxima Calibração: 23/12/2026, Situação de uso: APTO
Ativo;CHAVE DE IMPACTO BOSCH GDX 180-LI (PAT0764);PAT0764;8467.92.00;;0;0;0;0;0;BOSCH;GDX 180-LI;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;TERMOVISOR - NOYAFA - NF-521 -10°C - 400°C - 0,360 KG(PAT0766);PAT0766;9030.90.90;;0;0;0;0;0;NOYAFA;NF-521;2;0;Não;Não;08 - Ativo Imobilizado;Faixa de Medição: -10°C até 400°C, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018
Ativo;"TACOMETRO MINIPA MDT-2238B CONTATO - 0,5 A 20.000 RPM; FOTO -2,5 A 100.000 RPM - 16X7,2X3,7CM - 0,3KG (PAT0767)";PAT0767;9030.33.90;21.119.00;0;0;0;0;0;MINIPA;MDT-2238B;365;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 3549099, Tipo: Elétrico, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 05/05/2025, Data da Próxima Calibração: 05/05/2026
Ativo;ESMERILHADEIRA/LIXADEIRA MAKITA GA7020 2200 W  - 47 X 20 X 14CM - 5,5KG (PAT0773);PAT0773;8467.29.99;;0;0;0;0;0;MAKITA;GA7020;0;0;Não;Não;08 - Ativo Imobilizado;Polegada: 2200 W
Ativo;ESMERILHADEIRA/LIXADEIRA MAKITA GA7020 2200 W - 47X20X14CM - 5,5KG (PAT0774);PAT0774;8467.29.99;08.019.00;0;0;0;0;0;MAKITA;GA7020;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;RELOGIO APALPADOR DIGMESS 121.340-NEW 0,8 MM - 0,01 MM  -  X  X 7,4CM-0,123 KG (PAT0775);PAT0775;9031.80.99;;0;0;0;0;0;DIGIMESS;JEWELED;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 3110271, Faixa de Medição: 0,8 mm - 0,01 mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 19/05/2025, Data da Próxima Calibração: 19/05/2026
Ativo;RELOGIO APALPADOR DIGIMESS 121.340-NEW 0,8 MM - 0,01 MM - 0,123 KG (PAT0776);PAT0776;9031.80.99;;0;0,123;0;0;0;DIGIMESS;;0;0;Não;Não;08 - Ativo Imobilizado;Polegada: 0,8 mm - 0,01 mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018
Ativo;MEDIDOR DE VIBRACAO VIBROCONTROL MT-9000 - 0,4KG (PAT0779);PAT0779;9030.90.90;;0;0;0;0;0;VIBROCONTROL;MT 9000;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 2023-020, Faixa de Medição: Não informada, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 23/06/2025, Data da Próxima Calibração: 23/06/2026
Ativo;MEGOHMETRO COM IMP MEGABRAS MD-5060X 5KV - 27,4X25X12,4CM - 3,6KG (PAT0780);PAT0780;9030.39.90;;0;0;0;0;0;MEGABRAS;MD-5060X;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: UR 2066 F, Faixa de Medição: 5kV, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 16/07/2025, Data da Próxima Calibração: 16/07/2026
Inativo;RELOGIO APALPADOR VONDER RA 008 - 0,8 MM - 0,01MM - 7,4CM -0,123 KG (PAT0781);PAT0781;9031.80.99;;0;0,123;0;7,4;0;;;2;0;Não;Não;08 - Ativo Imobilizado;Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018
Ativo;CARRINHO DE TRANSPORTE 1,6 TON (PAT0782);PAT0782;8716.80.00;;0;0;0;0;0;GEDORE;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;Faixa de Medição: 1,6 tonelada, Situação de uso: Necessita de calibração
Ativo;PARAFUSADEIRA BOSH GDX 180-LI (PAT0783);PAT0783;8467.29.92;;0;0;0;0;0;BOSCH;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;
Inativo;CAPACIMETRO DIGITAL MINIPA MC-154A - 14,3X7,5X3,2CM - 0,2KG (PAT0784);PAT0784;9030.33.29;;0;0;0;0;0;MINIPA;MC-154A;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 2702472, Faixa de Medição: Não informada, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 29/08/2025, Data da Próxima Calibração: 29/08/2026
Ativo;MEDIDOR DE RIGIDEZ HUAZHENG HZJQ-X1 - 33KG (PAT0785);PAT0785;4823.90.20;;0;33;0;0;0;HUAZHENG;HZJQ-X1;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: HZ23202080703-01, Faixa de Medição: Não informado, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 24/03/2025, Data da Próxima Calibração: 24/03/2026
Ativo;TERMOMETRO INFRAVERMELHO FLUKE 62MAX+ -30º - 500ºC - 0,2KG (PAT0786);PAT0786;9030.90.90;;0;0;0;0;0;FLUKE;62MAX+;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 61150680MV, Faixa de Medição: -30º - 500ºc, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 29/08/2025, Data da Próxima Calibração: 29/08/2026
Inativo;RELOGIO COMPARADOR KINGTOOLS  0-10MM - 0,34 KG (PAT0789);PAT0789;9031.80.99;;0;0;0;0;0;;;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 5805, Faixa de Medição: 0 a 10mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018
Inativo;"CALIBRE DE FOLGA STARRET  0,001""  - 103 X 1,3CM - 0,02KG (PAT0790)";PAT0790;9017.30.90;08.021.00;0;0,02;0;0;0;STARRET;;2;0;Não;Não;08 - Ativo Imobilizado;"Polegada: 0,001"", Patrimônio Antigo: 488, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018"
Inativo;MEDIDOR DE PONTO DE ORVALHO (PAT0791);PAT0791;9031.90.90;;0;0;0;0;0;;;2;0;Não;Não;08 - Ativo Imobilizado;Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018
