Situação;Descrição;Código;Código NCM;CEST;Peso Líquido;Peso Bruto;Altura;Largura;Profundidade;Marca;Modelo;Prazo de calibração;Dias de Crossdocking;Cupom Fiscal (PDV);Marketplace;Tipo do Item (Bloco K);Características
Inativo;ALICATE AMPERIMETRO ANALOGICO MINIPA ET-3006 - 600V AC/DC (PAT0793);PAT0793;9030.90.90;;0;0;0;0;0;MINIPA;ET-3006;2;0;Não;Não;08 - Ativo Imobilizado;Voltagem: 600 V, Faixa de Medição: 600V AC/DC, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018
Ativo;"JOGO DE SOQUETE 23 PEÇAS MAYLE 110023 1/2"" - 3,3X2,4X0,8CM - 4,2KG (PAT0795)";PAT0795;8204.20.00;08.009.00;0;0;0;0;0;MAYLE;"110023 1/2""";0;0;Não;Não;08 - Ativo Imobilizado;"Polegada: 1/2"""
Ativo;"JOGO DE SOQUETE 23 PEÇAS MAYLE 110023 1/2"" - 3,3X2,4X0,8CM - 4,2KG (PAT0796)";PAT0796;8204.20.00;;0;0;0;0;0;MAYLE;"110023 1/2""";0;0;Não;Não;08 - Ativo Imobilizado;"Polegada: 1/2"""
Ativo;"JOGO DE SOQUETE 23 PEÇAS MAYLE 110023 1/2"" - 3,3X2,4X0,8CM - 4,2KG (PAT0797)";PAT0797;8207.90.00;;0;0;0;0;0;MAYLE;110023;0;0;Não;Não;08 - Ativo Imobilizado;"Polegada: 1/2"""
Ativo;"JOGO DE SOQUETE 23 PEÇAS MAYLE 110023 1/2"" - 3,3X2,4X0,8CM - 4,2KG (PAT0800)";PAT0800;8207.90.00;;0;0;0;0;0;MAYLE;"110023 1/2""";0;0;Não;Não;08 - Ativo Imobilizado;"Polegada: 1/2"""
Ativo;HIPOT/SURGETEST (PAT0801);PAT0801;8708.99.90;;0;0;0;0;0;BAKER;ST112S;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 1795, Tipo: Elétrico, Faixa de Medição: Não informado, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 06/11/2025, Data da Próxima Calibração: 06/11/2026
Ativo;CELULAR SAMSUNG GALAXY M34 6GB - 128GB  - 8,8 X 7,7 X 16,1CM-0,210 KG (PAT0802);PAT0802;8517.13.00;21.053.01;0;0;0;0;0;SAMSUNG;M34;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;CELULAR SAMSUNG GALAXY M34 6GB - 128GB  - 8,8 X 7,7 X 16,1CM-0,210 KG (PAT0804);PAT0804;8517.13.00;21.053.01;0;0;0;0;0;SAMSUNG;M34;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;CELULAR SAMSUNG GALAXY M34 6GB - 128GB  - 8,8 X 7,7 X 16,1CM-0,210 KG (PAT0805);PAT0805;8517.13.00;21.053.01;0;0;0;0;0;SAMSUNG;M34;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;CELULAR SAMSUNG GALAXY M34 6GB - 128GB  - 8,8 X 7,7 X 16,1CM-0,210 KG (PAT0806);PAT0806;8517.13.00;21.053.01;0;0;0;0;0;SAMSUNG;M34;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;CELULAR SAMSUNG GALAXY M34 6GB - 128GB  - 8,8 X 7,7 X 16,1CM-0,210 KG (PAT0807);PAT0807;8517.13.00;21.053.01;0;0;0;0;0;SAMSUNG;M34;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;MARTELETE COMBINADO MAKITA HR2470 0 - 45000MIN - 6,8 KG (PAT0808);PAT0808;8467.29.92;08.019.00;0;0;0;0;0;MAKITA;HR2470;0;0;Não;Não;08 - Ativo Imobilizado;Polegada: 0 - 45000MIN
Ativo;RESERVATORIO DE AR PROPRIA (PAT0812);PAT0812;8414.80.19;;0;0;0;0;0;NÃO INFORMADO;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;
Inativo;TRANSFORMADOR DE CORRENTE PROPRIA - 300A (PAT0813);PAT0813;8504.31.11;;0;0;0;0;0;NÃO INFORMADO;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;TERMOVISOR MINIPA MTV-120 - 59X11,7X19,6CM - 0,5KG (PAT0815);PAT0815;9030.90.90;;0;0;0;0;0;MINIPA;MTV-120;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 3793391, Faixa de Medição: Não informado, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 07/02/2025, Data da Próxima Calibração: 07/02/2026
Ativo;"TORQUIMETRO DE ESTALO 1/2"" GEDORE 803932 5-25 NM - 45 X 10 X 20CM - 1 KG (PAT0818)";PAT0818;8205.59.00;;0;0;0;0;0;GEDORE;TORCOFIX-K;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: T123900, Faixa de Medição: 5-25 Nm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 16/09/2025, Data da Próxima Calibração: 16/09/2026
Ativo;PAQUIMETRO VONDER  0-300MM-0,600KG (PAT0819);PAT0819;9017.30.20;08.021.00;0;0;0;0;0;VONDER;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: Não informado, Faixa de Medição: 0-300mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 16/05/2025, Data da Próxima Calibração: 16/05/2026
Ativo;MICROMETRO EXTERNO MESSEN 75-100MM (PAT0820);PAT0820;9017.30.10;08.021.00;0;0;0;0;0;Messen;;2;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 200514849, Faixa de Medição: 75-100mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018
Ativo;NOTEBOOK SAMSUNG GALAXY BOOK 2 8GB RAM - 256 SSD  - 35,8 X 23,6 X 1,15CM-1,8 KG (PAT0821);PAT0821;8471.30.19;21.028.00;0;0;0;0;0;SAMSUNG;GALAXY BOOK 2;0;0;Não;Não;08 - Ativo Imobilizado;Polegada: 8GB RAM - 256 SSD
Ativo;MEDIDOR DE VIBRACAO VIBROCONTROL MT-9000 - 0,4KG (PAT0822);PAT0822;9030.90.90;;0;0;0;0;0;VIBROCONTROL;MT-9000;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 2015-025, Faixa de Medição: Não identificado, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 17/03/2025, Data da Próxima Calibração: 17/03/2026
Inativo;RELOGIO COMPARADOR DIGIMESS  0-10 MM - 0,34 KG (PAT0823);PAT0823;9031.80.99;;0;0;0;0;0;DIGIMESS;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 3114024, Faixa de Medição: 160-250mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 25/02/2025, Data da Próxima Calibração: 25/02/2026
Inativo;MANOVACUÔMETRO RECORD (PAT0824);PAT0824;9026.20.90;;0;0;0;0;0;RECORD;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 93351, Faixa de Medição: 0 kgf/cm² -1 kgf/cm², Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 16/09/2025, Data da Próxima Calibração: 16/09/2026
Inativo;MANOVACUÔMETRO RECORD - 0 kgf/cm² -1 kgf/cm² (PAT0825);PAT0825;9026.20.90;;0;0;0;0;0;RECORD;;0;0;Não;Não;08 - Ativo Imobilizado;Faixa de Medição: 0 kgf/cm² -1 kgf/cm², Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018
Ativo;NOTEBOOK SAMSUNG GALAXY BOOK 2 8GB RAM - 256 SSD  - 35,8 X 23,6 X 1,15CM-1,8 KG (PAT0826);PAT0826;8471.30.19;21.028.00;0;0;0;0;0;SAMSUNG;GALAXY BOOK 2;0;0;Não;Não;08 - Ativo Imobilizado;Polegada: 8GB RAM - 256 SSD
Ativo;NOTEBOOK SAMSUNG GALAXY BOOK 2 8GB RAM - 256 SSD  - 35,8 X 23,6 X 1,15CM-1,8 KG (PAT0827);PAT0827;8471.30.19;21.028.00;0;0;0;0;0;SAMSUNG;GALAXY BOOK 2;0;0;Não;Não;08 - Ativo Imobilizado;Polegada: 8GB RAM - 256 SSD
Ativo;TABLET SAMSUNG SM-T505 64 GB  - 24,6 X 16,1CM-0,508 KG (PAT0830);PAT0830;8471.30.19;;0;0;0;0;0;SAMSUNG;TAB505;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;MICROMETRO EXTERNO DIGIMESS 110206 75-100MM (PAT0831);PAT0831;9017.30.10;08.021.00;0;0;0;0;0;DIGIMESS;;2;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 150186692, Faixa de Medição: 75-100mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018
Ativo;SERRA TICO TICO DEXTER 500W JIG SAW 0-3000/MIN (PAT0832);PAT0832;8467.22.00;;0;0;0;0;0;DEXTER;JIG SAW 0-3000/MIN;0;0;Não;Não;08 - Ativo Imobilizado;Polegada: 0-3000/min
Inativo;ESMERILHADEIRA - BOSCH GWS 850 (PAT0834);PAT0834;8467.29.99;;0;0;0;0;0;BOSCH;GWS 850;0;0;Não;Não;08 - Ativo Imobilizado;
Inativo;ESMERILHADEIRA/LIXADEIRA BOSCH GWS 850 - 26 X 10,4 X 10,4CM - 1,6KG (PAT0835);PAT0835;8467.29.99;;0;0;0;0;0;BOSCH;GWS 850;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;TERMO-HIGROMETRO MINIPA MT-241A 0 °C A 50 °C  - 7,8X13X2,3CM - 0,1KG (PAT0836);PAT0836;9025.80.00;;0;0;0;0;0;MINIPA;MT-24IA;0;0;Não;Não;08 - Ativo Imobilizado;Polegada: 50° C - 0,1ºC, Número de Série: 3790980, Faixa de Medição: -10ºC - 50ºC, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 14/05/2026, Data da Próxima Calibração: 14/05/2026
Ativo;TERMO-HIGROMETRO MINIPA MT-241A 0 °C A 50 °C - 7,8X13X2,3CM - 0,1KG (PAT0837);PAT0837;9025.80.00;;0;0;0;0;0;MINIPA;MT-24IA;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 3780878, Faixa de Medição: -10ºC - 50ºC, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 05/05/2025, Data da Próxima Calibração: 05/05/2026
Ativo;RELOGIO COMPARADOR DIGIMESS  0.01MM 0,34 KG (PAT0838);PAT0838;9031.80.99;;0;0;0;0;0;;;0;0;Não;Não;08 - Ativo Imobilizado;Patrimônio Antigo: 598, Número de Série: 8320665, Faixa de Medição: 0 - 10mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018
Ativo;MULTIMEDIDOR TRIFASICO KRON MKM-D CA - 0,2KG (PAT0839);PAT0839;8536.49.00;12.004.00;0;0;0;0;0;KRON;MKM-D;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 950368, Faixa de Medição: 110-220 V, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 28/05/2025, Data da Próxima Calibração: 28/05/2026
Ativo;CONTROLADOR DE TEMPERATURA TEC SYSTEM T154 1- 0,45 KG (PAT0840);PAT0840;9032.89.82;;0;0,45;0;0;0;TEC SYSTEM;T154;2;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 1362, Faixa de Medição: 24 - 240 Vac / Vdc, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018
Ativo;CRONOMETRO VOLLO STOPWATCH 1/100 SEG (PAT0841);PAT0841;9102.91.00;;0;0;0;0;0;DIGIMESS;JEWELED;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: VL-501, Tipo: Elétrico, Faixa de Medição: Não informado, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 05/05/2025, Data da Próxima Calibração: 05/05/2026
Ativo;NOTEBOOK SAMSUNG GALAXY BOOK 2 8GB RAM - 256 SSD  - 35,8 X 23,6 X 1,15CM-1,8 KG (PAT0842);PAT0842;8471.30.19;21.028.00;0;0;0;0;0;SAMSUNG;GALAXY BOOK 2;0;0;Não;Não;08 - Ativo Imobilizado;Polegada: 8GB RAM - 256 SSD
Ativo;NOTEBOOK SAMSUNG GALAXY BOOK 2 8GB RAM - 256 SSD  - 35,8 X 23,6 X 1,15CM-1,8 KG (PAT0843);PAT0843;8471.30.19;21.028.00;0;0;0;0;0;SAMSUNG;GALAXY BOOK 2;0;0;Não;Não;08 - Ativo Imobilizado;Polegada: 8GB RAM - 256 SSD
Ativo;NOTEBOOK SAMSUNG GALAXY BOOK 2 8GB RAM - 256 SSD  - 35,8 X 23,6 X 1,15CM-1,8 KG (PAT0844);PAT0844;8471.30.19;21.028.00;0;0;0;0;0;SAMSUNG;GALAXY BOOK 2;0;0;Não;Não;08 - Ativo Imobilizado;Polegada: 8GB RAM - 256 SSD
Ativo;MEDIDOR DE VACUO SENSUM SENSFIL DW101P 90 A 240V - 1KG (PAT0845);PAT0845;9026.20.90;;0;0;0;0;0;SENSUM;SENSFIL DW 101P;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: MI2311, Faixa de Medição: 90 a 240v, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 04/12/2025, Data da Próxima Calibração: 04/12/2026
Ativo;CONTA GIRO (PAT0846);PAT0846;9017.30.10;08.021.00;0;0;0;0;0;VONDER;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;NOTEBOOK SAMSUNG GALAXY BOOK 4 8GB / 512GB I5  - 35,7 x 23 x 1,5CM-1,55 KG (PAT0847);PAT0847;8471.30.19;21.028.00;0;0;0;0;0;SAMSUNG;GALAXY BOOK 4;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;NOTEBOOK SAMSUNG GALAXY BOOK 4 8GB / 512GB I5  - 35,7 x 23 x 1,5CM-1,55 KG (PAT0848);PAT0848;8471.30.19;21.028.00;0;0;0;0;0;SAMSUNG;GALAXY BOOK 4;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;CELULAR MOTOROLA G22 128GB  - 16,3X7,4X8,9CM - 0,2KG (PAT0851);PAT0851;8517.13.00;21.053.01;0;0;0;0;0;MOTOROLA;G22 XT2231-1;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;CHAVE ALLEN GEDORE IN19 (PAT0853);PAT0853;8207.90.00;08.013.00;0;0;0;0;0;GEDORE;130562;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;BOMBA HIDRAULICA ENERPAC P39 MAX PSI [BAR] 5 TON 10000 - 5 TON  -7 KG (PAT0854);PAT0854;8413.20.00;;0;0;0;0;0;VONDER;CF-13;0;0;Não;Não;08 - Ativo Imobilizado;Polegada: MAX PSI [BAR] 10 000
Ativo;MACACO HIDRAULICO 50 TON (PAT0855);PAT0855;6201.40.00;01.043.00;0;0;0;0;0;NÃO INFORMADO;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;Carga: 50 Toneladas
Ativo;MACACO HIDRAULICO 5 TON (PAT0856);PAT0856;8425.42.00;01.043.00;0;0;0;0;0;NÃO INFORMADO;FPY-5;0;0;Não;Não;08 - Ativo Imobilizado;Carga: 5 toneladas
Inativo;MANOMETRO FAMABRAS (PAT0857);PAT0857;8413.81.00;;0;0;0;0;0;;;2;0;Não;Não;08 - Ativo Imobilizado;Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018
Ativo;TANQUE 30.000 LITROS  (PAT0858);PAT0858;8431.49.23;;0;0;0;0;0;NÃO INFORMADO;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;MACACO HIDRAULICO 20 TON (PAT0859);PAT0859;8425.42.00;;0;0;0;0;0;NÃO INFORMADO;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;Carga: 20 Toneladas
Ativo;MACACO HIDRAULICO 100 TON (PAT0860);PAT0860;8425.42.00;;0;0;0;0;0;NÃO INFORMADO;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;Carga: 100 Toneladas
Ativo;MACACO HIDRAULICO 100 TON (PAT0861);PAT0861;8425.42.00;;0;0;0;0;0;NÃO INFORMADO;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;Carga: 100 Toneladas
Ativo;MACACO HIDRAULICO 30 TON (PAT0862);PAT0862;8425.42.00;;0;0;0;0;0;NÃO INFORMADO;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;Carga: 30 Toneladas
Ativo;TERMOMETRO DIGITAL MINIPA MT-455A - 12X5,3X2,8CM - 0,1KG (PAT0863);PAT0863;9025.19.90;;0;0;0;0;0;MINIPA;MT-455A;2;0;Não;Não;08 - Ativo Imobilizado;Faixa de Medição: -50C ~ 1300C, -58F ~ 2372F, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 07/01/2025, Data da Próxima Calibração: 07/01/2026
Inativo;FERRO DE SOLDA MACHADINHA WORKER MACHADINHA 320W - 37X17X5CM - 1KG (PAT0864);PAT0864;8204.11.00;;0;0;0;0;0;WORKER;600090;0;0;Não;Não;08 - Ativo Imobilizado;Polegada: 320 W, Voltagem: 220V
Ativo;IMPRESSORA DE ETIQUETA BROTHER QL800 (PAT0865);PAT0865;8443.32.99;21.017.00;0;0;0;0;0;BROTHER;QL800;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;TALHA MANUAL CARBON - 3 TON X 2M - 13KG (PAT0867);PAT0867;8425.19.10;;0;0;0;0;0;CARBON;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;Faixa de Medição: 3 Toneladas - 5 Metros, Data da Próxima Calibração: 13/06/2026
Ativo;TALHA MANUAL CARBON - 3 TON X 5M - 28,5KG (PAT0869);PAT0869;8425.19.10;;0;0;0;0;0;CARBON;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;Faixa de Medição: 3 Toneladas - 5 metros, Data da Próxima Calibração: 13/06/2026
Ativo;TALHA MANUAL CARBON - 3 TON 5 METROS (PAT0870);PAT0870;8425.19.10;;0;0;0;0;0;CARBON;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;Faixa de Medição: 3 Toneladas - 5 metros, Data da Próxima Calibração: PROXIMA CERTIFICAÇÃO: 13/06/2026
Ativo;TALHA MANUAL TANDER - 2 TON X 5M - 18KG (PAT0871);PAT0871;8425.19.10;;0;0;0;0;0;TANDER;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;Faixa de Medição: 2 Toneladas - 5 Metros, Data da Próxima Calibração: 13/06/2026
Inativo;TALHA MANUAL TANDER - 2 TON 5 METROS (PAT0872);PAT0872;8425.19.10;;0;0;0;0;0;;;0;0;Não;Não;08 - Ativo Imobilizado;Situação de uso: Sem registro
Ativo;TALHA MANUAL TANDER - 2 TON X 5M - 18KG (PAT0873);PAT0873;8425.19.10;;0;0;0;0;0;TANDER;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;Faixa de Medição: 2 Toneladas - 5 metros, Data da Próxima Calibração: PROXIMA CERTIFICAÇÃO: 13/06/2026, Situação de uso: Apto
Inativo;TALHA MANUAL 1,5 TON (PAT0876);PAT0876;8425.19.10;;0;0;0;0;0;;;0;0;Não;Não;08 - Ativo Imobilizado;Situação de uso: Sem registro
Ativo;BOMBONA DE OLEO 1000L - 115X110X120CM - 54KG (PAT0877);PAT0877;3923.30.00;;0;0;0;0;0;GEDORE;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;
Ativo;BALANÇA DIGITAL CRANE SCALE OCS-5T (PAT0878);PAT0878;8423.10.00;21.108.00;0;0;0;0;0;CRANE SCALE;OCS-5T;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: Não Informado, Faixa de Medição: 5 Toneladas, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 26/05/2025, Data da Próxima Calibração: 26/05/2026
Ativo;PONTE KELVIN EZTRON MCR-10E 200 Ohms - 40 X 20 X 18CM - 11 KG (PAT0879);PAT0879;8426.11.00;;0;0;0;0;0;EZTRON;MCR-10E;365;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 14070173, Tipo: Elétrico, Faixa de Medição: 200 Ohms, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 17/02/2025, Data da Próxima Calibração: 17/02/2026
Ativo;MICROMETRO EXTERNO DIGIMESS 110101 25-50MM (PAT0880);PAT0880;9017.30.10;08.021.00;0;0;0;0;0;DIGIMESS;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 231284444, Faixa de Medição: 25-50mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 26/06/2025, Data da Próxima Calibração: 26/06/2026
Ativo;MICROMETRO INTERNO TUBULAR DIGIMESS 110653 50-300MM - 0,79KG (PAT0881);PAT0881;9017.30.10;08.021.00;0;0;0;0;0;DIGIMESS;NÃO INFORMADO;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 230378935, Faixa de Medição: 50-300mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018
Inativo;MANOMETRO QUALITEC - 0 a 1 BAR (PAT0882);PAT0882;9026.20.90;;0;0,2;0;0;0;QUALITEC;;2;0;Não;Não;08 - Ativo Imobilizado;Faixa de Medição: 0 a 1 bar, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018
Ativo;MICROMETRO EXTERNO DIGIMESS 110106 150-175MM (PAT0883);PAT0883;9017.30.10;08.021.00;0;0;0;0;0;;;2;0;Não;Não;08 - Ativo Imobilizado;Faixa de Medição: 150-175mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018
Ativo;MICROMETRO EXTERNO DIGIMESS 110107 175-200MM (PAT0884);PAT0884;9017.30.10;;0;0;0;0;0;DIGIMESS;110107;0;0;Não;Não;08 - Ativo Imobilizado;Número de Série: 160176317, Faixa de Medição: 175-200mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018, Data da Última Calibração: 29/01/2025, Data da Próxima Calibração: 29/01/2026
Ativo;MICROMETRO EXTERNO DIGIMESS 110108 200 - 225MM - 1,7 KG (PAT0885);PAT0885;9017.30.10;;0;1,7;0;0;0;DIGIMESS;;0;0;Não;Não;08 - Ativo Imobilizado;Polegada: Necessita de calibração, Faixa de Medição: 200-225mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018
Ativo;MICROMETRO EXTERNO DIGIMESS 110109 225-250MM (PAT0886);PAT0886;9017.30.10;;0;0;0;0;0;;;2;0;Não;Não;08 - Ativo Imobilizado;Polegada: Necessita de calibração, Faixa de Medição: 225-250mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018
Ativo;MICROMETRO EXTERNO DIGIMESS 110110 250-275MM (PAT0887);PAT0887;9017.30.10;;0;0;0;0;0;;;0;0;Não;Não;08 - Ativo Imobilizado;Polegada: Necessita de calibração, Faixa de Medição: 250-275mm, Inc. Total (inc.+erro) (mm): Ver FR.QLD.018, Erro Máximo Permissível (mm): Ver FR.QLD.018, Erro/ Desvio (mm): Ver FR.QLD.018, Incerteza da Medição (mm): Ver FR.QLD.018
